,Feature,Importance,Cumulative Importance,Cumulative Percentage
871,cat__ip_address_138.213.180.225,0.0,1.0,100.0
846,cat__ip_address_128.217.112.166,0.0,1.0,100.0
847,cat__ip_address_128.51.156.52,0.0,1.0,100.0
848,cat__ip_address_129.191.250.89,0.0,1.0,100.0
849,cat__ip_address_129.197.107.109,0.0,1.0,100.0
850,cat__ip_address_13.177.30.107,0.0,1.0,100.0
851,cat__ip_address_130.104.35.200,0.0,1.0,100.0
852,cat__ip_address_130.162.8.209,0.0,1.0,100.0
853,cat__ip_address_130.44.32.94,0.0,1.0,100.0
863,cat__ip_address_133.205.147.174,0.0,1.0,100.0
855,cat__ip_address_131.100.108.153,0.0,1.0,100.0
856,cat__ip_address_131.170.248.216,0.0,1.0,100.0
857,cat__ip_address_131.185.159.31,0.0,1.0,100.0
858,cat__ip_address_131.29.147.30,0.0,1.0,100.0
859,cat__ip_address_131.49.192.101,0.0,1.0,100.0
860,cat__ip_address_131.68.43.186,0.0,1.0,100.0
861,cat__ip_address_133.134.177.180,0.0,1.0,100.0
862,cat__ip_address_133.196.62.231,0.0,1.0,100.0
854,cat__ip_address_130.58.141.165,0.0,1.0,100.0
899,cat__ip_address_145.200.26.202,0.0,1.0,100.0
900,cat__ip_address_145.52.152.140,0.0,1.0,100.0
901,cat__ip_address_145.8.204.195,0.0,1.0,100.0
902,cat__ip_address_145.94.157.71,0.0,1.0,100.0
903,cat__ip_address_146.108.94.140,0.0,1.0,100.0
904,cat__ip_address_146.16.112.170,0.0,1.0,100.0
905,cat__ip_address_146.229.233.253,0.0,1.0,100.0
880,cat__ip_address_14.42.100.247,0.0,1.0,100.0
907,cat__ip_address_147.115.23.220,0.0,1.0,100.0
908,cat__ip_address_147.172.127.39,0.0,1.0,100.0
909,cat__ip_address_147.173.186.30,0.0,1.0,100.0
910,cat__ip_address_148.2.67.45,0.0,1.0,100.0
911,cat__ip_address_148.34.145.219,0.0,1.0,100.0
912,cat__ip_address_149.149.104.197,0.0,1.0,100.0
913,cat__ip_address_15.63.23.237,0.0,1.0,100.0
914,cat__ip_address_150.103.137.130,0.0,1.0,100.0
906,cat__ip_address_146.45.97.168,0.0,1.0,100.0
881,cat__ip_address_140.138.104.24,0.0,1.0,100.0
882,cat__ip_address_140.195.204.63,0.0,1.0,100.0
883,cat__ip_address_140.204.5.254,0.0,1.0,100.0
884,cat__ip_address_141.128.234.54,0.0,1.0,100.0
885,cat__ip_address_141.134.96.180,0.0,1.0,100.0
886,cat__ip_address_141.92.19.201,0.0,1.0,100.0
887,cat__ip_address_142.185.237.187,0.0,1.0,100.0
888,cat__ip_address_142.206.234.183,0.0,1.0,100.0
898,cat__ip_address_145.169.9.46,0.0,1.0,100.0
890,cat__ip_address_142.67.140.229,0.0,1.0,100.0
891,cat__ip_address_144.110.246.119,0.0,1.0,100.0
892,cat__ip_address_144.143.124.65,0.0,1.0,100.0
893,cat__ip_address_144.178.228.238,0.0,1.0,100.0
894,cat__ip_address_145.124.198.63,0.0,1.0,100.0
895,cat__ip_address_145.146.94.207,0.0,1.0,100.0
896,cat__ip_address_145.16.39.193,0.0,1.0,100.0
897,cat__ip_address_145.169.224.248,0.0,1.0,100.0
889,cat__ip_address_142.224.143.37,0.0,1.0,100.0
1074,cat__ip_address_2.81.64.202,0.0,1.0,100.0
1075,cat__ip_address_20.128.117.131,0.0,1.0,100.0
1076,cat__ip_address_20.147.96.31,0.0,1.0,100.0
1077,cat__ip_address_20.186.186.26,0.0,1.0,100.0
1078,cat__ip_address_20.61.89.252,0.0,1.0,100.0
1079,cat__ip_address_200.118.145.191,0.0,1.0,100.0
1080,cat__ip_address_200.224.69.188,0.0,1.0,100.0
984,cat__ip_address_172.89.207.139,0.0,1.0,100.0
1082,cat__ip_address_200.241.177.7,0.0,1.0,100.0
1083,cat__ip_address_200.68.213.134,0.0,1.0,100.0
1084,cat__ip_address_201.122.233.241,0.0,1.0,100.0
1085,cat__ip_address_201.180.244.42,0.0,1.0,100.0
1086,cat__ip_address_201.211.185.67,0.0,1.0,100.0
1087,cat__ip_address_201.76.53.193,0.0,1.0,100.0
1088,cat__ip_address_201.85.145.251,0.0,1.0,100.0
1089,cat__ip_address_202.130.41.107,0.0,1.0,100.0
1081,cat__ip_address_200.236.234.46,0.0,1.0,100.0
1057,cat__ip_address_196.234.47.243,0.0,1.0,100.0
1058,cat__ip_address_196.41.126.202,0.0,1.0,100.0
1059,cat__ip_address_197.175.3.122,0.0,1.0,100.0
1060,cat__ip_address_197.47.160.169,0.0,1.0,100.0
1061,cat__ip_address_197.60.233.220,0.0,1.0,100.0
1062,cat__ip_address_197.98.90.151,0.0,1.0,100.0
1063,cat__ip_address_198.137.160.13,0.0,1.0,100.0
1073,cat__ip_address_2.242.79.114,0.0,1.0,100.0
1065,cat__ip_address_198.248.146.9,0.0,1.0,100.0
1066,cat__ip_address_199.181.102.189,0.0,1.0,100.0
1067,cat__ip_address_199.209.193.224,0.0,1.0,100.0
1068,cat__ip_address_199.210.45.164,0.0,1.0,100.0
1069,cat__ip_address_199.217.188.24,0.0,1.0,100.0
1070,cat__ip_address_199.55.222.176,0.0,1.0,100.0
1071,cat__ip_address_2.136.189.13,0.0,1.0,100.0
1072,cat__ip_address_2.182.191.203,0.0,1.0,100.0
1064,cat__ip_address_198.197.127.141,0.0,1.0,100.0
1109,cat__ip_address_209.173.181.205,0.0,1.0,100.0
1110,cat__ip_address_209.45.224.11,0.0,1.0,100.0
1111,cat__ip_address_21.118.114.206,0.0,1.0,100.0
1112,cat__ip_address_210.223.89.125,0.0,1.0,100.0
1113,cat__ip_address_211.105.190.125,0.0,1.0,100.0
1114,cat__ip_address_211.15.132.203,0.0,1.0,100.0
1115,cat__ip_address_211.38.121.238,0.0,1.0,100.0
1090,cat__ip_address_202.222.148.167,0.0,1.0,100.0
1117,cat__ip_address_212.24.203.155,0.0,1.0,100.0
2221,cat__device_id_iPhone_9804,0.0,1.0,100.0
1119,cat__ip_address_212.83.69.187,0.0,1.0,100.0
1120,cat__ip_address_213.144.235.150,0.0,1.0,100.0
1121,cat__ip_address_213.200.252.57,0.0,1.0,100.0
1122,cat__ip_address_213.64.195.216,0.0,1.0,100.0
1123,cat__ip_address_214.167.175.165,0.0,1.0,100.0
1124,cat__ip_address_214.218.100.174,0.0,1.0,100.0
1116,cat__ip_address_211.73.243.22,0.0,1.0,100.0
1091,cat__ip_address_202.250.176.81,0.0,1.0,100.0
1092,cat__ip_address_202.87.206.141,0.0,1.0,100.0
1093,cat__ip_address_203.124.228.155,0.0,1.0,100.0
1094,cat__ip_address_203.93.100.121,0.0,1.0,100.0
1095,cat__ip_address_204.105.173.128,0.0,1.0,100.0
1096,cat__ip_address_204.205.179.74,0.0,1.0,100.0
1097,cat__ip_address_204.222.187.166,0.0,1.0,100.0
1098,cat__ip_address_205.218.140.76,0.0,1.0,100.0
1108,cat__ip_address_208.85.32.11,0.0,1.0,100.0
1100,cat__ip_address_206.217.223.83,0.0,1.0,100.0
1101,cat__ip_address_206.221.85.113,0.0,1.0,100.0
1102,cat__ip_address_207.40.138.84,0.0,1.0,100.0
1103,cat__ip_address_208.104.5.59,0.0,1.0,100.0
1104,cat__ip_address_208.154.104.170,0.0,1.0,100.0
1105,cat__ip_address_208.182.30.6,0.0,1.0,100.0
1106,cat__ip_address_208.226.249.127,0.0,1.0,100.0
1107,cat__ip_address_208.248.157.57,0.0,1.0,100.0
1099,cat__ip_address_206.101.180.213,0.0,1.0,100.0
1003,cat__ip_address_178.163.126.248,0.0,1.0,100.0
1004,cat__ip_address_178.171.13.238,0.0,1.0,100.0
1005,cat__ip_address_178.236.166.239,0.0,1.0,100.0
1006,cat__ip_address_179.136.110.59,0.0,1.0,100.0
1007,cat__ip_address_179.155.11.56,0.0,1.0,100.0
1008,cat__ip_address_179.171.25.22,0.0,1.0,100.0
1009,cat__ip_address_179.176.26.249,0.0,1.0,100.0
1056,cat__ip_address_195.199.44.148,0.0,1.0,100.0
1011,cat__ip_address_18.210.218.204,0.0,1.0,100.0
1012,cat__ip_address_18.225.120.222,0.0,1.0,100.0
1013,cat__ip_address_180.230.96.118,0.0,1.0,100.0
1014,cat__ip_address_180.3.42.128,0.0,1.0,100.0
1015,cat__ip_address_181.180.91.243,0.0,1.0,100.0
1016,cat__ip_address_181.55.53.72,0.0,1.0,100.0
1017,cat__ip_address_181.75.75.147,0.0,1.0,100.0
1018,cat__ip_address_182.255.147.209,0.0,1.0,100.0
1010,cat__ip_address_179.88.210.31,0.0,1.0,100.0
985,cat__ip_address_172.92.130.77,0.0,1.0,100.0
986,cat__ip_address_173.123.123.54,0.0,1.0,100.0
987,cat__ip_address_173.190.144.222,0.0,1.0,100.0
988,cat__ip_address_173.192.229.216,0.0,1.0,100.0
989,cat__ip_address_174.101.126.37,0.0,1.0,100.0
990,cat__ip_address_174.134.212.160,0.0,1.0,100.0
991,cat__ip_address_174.167.111.134,0.0,1.0,100.0
992,cat__ip_address_174.2.161.188,0.0,1.0,100.0
1002,cat__ip_address_178.149.45.188,0.0,1.0,100.0
994,cat__ip_address_174.228.235.248,0.0,1.0,100.0
995,cat__ip_address_174.77.67.210,0.0,1.0,100.0
996,cat__ip_address_175.112.52.211,0.0,1.0,100.0
997,cat__ip_address_175.196.13.12,0.0,1.0,100.0
998,cat__ip_address_176.28.124.17,0.0,1.0,100.0
999,cat__ip_address_176.88.237.117,0.0,1.0,100.0
1000,cat__ip_address_177.239.124.85,0.0,1.0,100.0
1001,cat__ip_address_178.114.248.97,0.0,1.0,100.0
993,cat__ip_address_174.205.43.239,0.0,1.0,100.0
1038,cat__ip_address_19.129.76.88,0.0,1.0,100.0
1039,cat__ip_address_190.168.108.58,0.0,1.0,100.0
1040,cat__ip_address_191.185.105.28,0.0,1.0,100.0
1041,cat__ip_address_191.224.79.108,0.0,1.0,100.0
1043,cat__ip_address_192.141.64.25,0.0,1.0,100.0
1044,cat__ip_address_192.176.40.7,0.0,1.0,100.0
1045,cat__ip_address_192.190.232.186,0.0,1.0,100.0
1019,cat__ip_address_182.30.195.91,0.0,1.0,100.0
1048,cat__ip_address_193.181.208.204,0.0,1.0,100.0
1049,cat__ip_address_193.211.183.211,0.0,1.0,100.0
1050,cat__ip_address_194.107.12.238,0.0,1.0,100.0
1051,cat__ip_address_194.132.36.115,0.0,1.0,100.0
1052,cat__ip_address_194.87.247.199,0.0,1.0,100.0
1053,cat__ip_address_195.125.60.17,0.0,1.0,100.0
1054,cat__ip_address_195.169.97.218,0.0,1.0,100.0
1055,cat__ip_address_195.176.58.42,0.0,1.0,100.0
1047,cat__ip_address_193.126.83.62,0.0,1.0,100.0
1020,cat__ip_address_182.82.135.57,0.0,1.0,100.0
1021,cat__ip_address_183.167.203.10,0.0,1.0,100.0
1022,cat__ip_address_183.19.22.69,0.0,1.0,100.0
1023,cat__ip_address_183.250.148.161,0.0,1.0,100.0
1024,cat__ip_address_184.47.200.21,0.0,1.0,100.0
1025,cat__ip_address_185.1.13.99,0.0,1.0,100.0
1026,cat__ip_address_185.82.70.212,0.0,1.0,100.0
1027,cat__ip_address_186.102.128.8,0.0,1.0,100.0
1037,cat__ip_address_189.84.82.116,0.0,1.0,100.0
1029,cat__ip_address_187.245.217.62,0.0,1.0,100.0
1030,cat__ip_address_187.250.229.34,0.0,1.0,100.0
1031,cat__ip_address_187.64.124.89,0.0,1.0,100.0
1032,cat__ip_address_188.24.96.209,0.0,1.0,100.0
1033,cat__ip_address_188.249.118.163,0.0,1.0,100.0
1034,cat__ip_address_189.132.31.97,0.0,1.0,100.0
1035,cat__ip_address_189.181.18.236,0.0,1.0,100.0
1036,cat__ip_address_189.187.79.27,0.0,1.0,100.0
1028,cat__ip_address_186.145.58.251,0.0,1.0,100.0
653,"cat__shipping_address_881 State St, Houston",0.0,1.0,100.0
654,"cat__shipping_address_882 Main St, New York",0.0,1.0,100.0
655,"cat__shipping_address_883 Broadway, Phoenix",0.0,1.0,100.0
656,"cat__shipping_address_885 Main St, New York",0.0,1.0,100.0
657,"cat__shipping_address_886 Main St, Chicago",0.0,1.0,100.0
658,"cat__shipping_address_888 Market St, Los Angeles",0.0,1.0,100.0
659,"cat__shipping_address_891 Broadway, Chicago",0.0,1.0,100.0
845,cat__ip_address_128.164.153.19,0.0,1.0,100.0
661,"cat__shipping_address_891 Market St, Houston",0.0,1.0,100.0
662,"cat__shipping_address_892 Broadway, Chicago",0.0,1.0,100.0
663,"cat__shipping_address_892 Market St, Phoenix",0.0,1.0,100.0
664,"cat__shipping_address_892 Park Ave, New York",0.0,1.0,100.0
665,"cat__shipping_address_894 Broadway, New York",0.0,1.0,100.0
666,"cat__shipping_address_894 State St, Houston",0.0,1.0,100.0
667,"cat__shipping_address_899 Broadway, Los Angeles",0.0,1.0,100.0
668,"cat__shipping_address_9 State St, New York",0.0,1.0,100.0
660,"cat__shipping_address_891 Main St, Houston",0.0,1.0,100.0
636,"cat__shipping_address_866 Broadway, Los Angeles",0.0,1.0,100.0
637,"cat__shipping_address_866 State St, Chicago",0.0,1.0,100.0
638,"cat__shipping_address_867 Main St, Chicago",0.0,1.0,100.0
639,"cat__shipping_address_868 Broadway, New York",0.0,1.0,100.0
640,"cat__shipping_address_868 Main St, Chicago",0.0,1.0,100.0
641,"cat__shipping_address_868 Main St, Houston",0.0,1.0,100.0
642,"cat__shipping_address_872 Main St, Chicago",0.0,1.0,100.0
652,"cat__shipping_address_88 Park Ave, New York",0.0,1.0,100.0
644,"cat__shipping_address_872 Park Ave, New York",0.0,1.0,100.0
645,"cat__shipping_address_872 State St, Houston",0.0,1.0,100.0
646,"cat__shipping_address_873 Broadway, Phoenix",0.0,1.0,100.0
647,"cat__shipping_address_874 Main St, Houston",0.0,1.0,100.0
648,"cat__shipping_address_874 State St, Los Angeles",0.0,1.0,100.0
649,"cat__shipping_address_876 Broadway, New York",0.0,1.0,100.0
650,"cat__shipping_address_878 State St, Houston",0.0,1.0,100.0
651,"cat__shipping_address_879 Park Ave, Houston",0.0,1.0,100.0
643,"cat__shipping_address_872 Park Ave, Los Angeles",0.0,1.0,100.0
688,"cat__shipping_address_928 Main St, New York",0.0,1.0,100.0
689,"cat__shipping_address_93 Broadway, Chicago",0.0,1.0,100.0
690,"cat__shipping_address_93 Market St, New York",0.0,1.0,100.0
691,"cat__shipping_address_930 Main St, Phoenix",0.0,1.0,100.0
692,"cat__shipping_address_932 Broadway, Houston",0.0,1.0,100.0
693,"cat__shipping_address_933 State St, Houston",0.0,1.0,100.0
694,"cat__shipping_address_937 Main St, Phoenix",0.0,1.0,100.0
669,"cat__shipping_address_901 Broadway, Houston",0.0,1.0,100.0
696,"cat__shipping_address_939 Broadway, Los Angeles",0.0,1.0,100.0
697,"cat__shipping_address_94 Park Ave, Phoenix",0.0,1.0,100.0
698,"cat__shipping_address_940 Broadway, Houston",0.0,1.0,100.0
699,"cat__shipping_address_940 Main St, Houston",0.0,1.0,100.0
700,"cat__shipping_address_940 State St, New York",0.0,1.0,100.0
701,"cat__shipping_address_944 Broadway, Chicago",0.0,1.0,100.0
702,"cat__shipping_address_944 State St, Phoenix",0.0,1.0,100.0
703,"cat__shipping_address_947 State St, Chicago",0.0,1.0,100.0
695,"cat__shipping_address_937 Park Ave, Chicago",0.0,1.0,100.0
670,"cat__shipping_address_901 Park Ave, Chicago",0.0,1.0,100.0
671,"cat__shipping_address_901 Park Ave, Houston",0.0,1.0,100.0
672,"cat__shipping_address_902 Market St, New York",0.0,1.0,100.0
673,"cat__shipping_address_904 Park Ave, New York",0.0,1.0,100.0
674,"cat__shipping_address_906 Market St, Los Angeles",0.0,1.0,100.0
675,"cat__shipping_address_911 Market St, Chicago",0.0,1.0,100.0
676,"cat__shipping_address_911 Market St, Houston",0.0,1.0,100.0
677,"cat__shipping_address_917 Market St, Chicago",0.0,1.0,100.0
687,"cat__shipping_address_928 Broadway, Chicago",0.0,1.0,100.0
679,"cat__shipping_address_920 Park Ave, Houston",0.0,1.0,100.0
680,"cat__shipping_address_920 State St, Houston",0.0,1.0,100.0
681,"cat__shipping_address_921 Main St, Chicago",0.0,1.0,100.0
682,"cat__shipping_address_921 Market St, Chicago",0.0,1.0,100.0
683,"cat__shipping_address_922 State St, Houston",0.0,1.0,100.0
684,"cat__shipping_address_924 Broadway, New York",0.0,1.0,100.0
685,"cat__shipping_address_925 Main St, Los Angeles",0.0,1.0,100.0
686,"cat__shipping_address_927 State St, New York",0.0,1.0,100.0
678,"cat__shipping_address_919 Park Ave, Houston",0.0,1.0,100.0
584,"cat__shipping_address_788 Broadway, New York",0.0,1.0,100.0
585,"cat__shipping_address_788 Park Ave, Houston",0.0,1.0,100.0
586,"cat__shipping_address_790 Park Ave, Chicago",0.0,1.0,100.0
587,"cat__shipping_address_80 Broadway, New York",0.0,1.0,100.0
588,"cat__shipping_address_802 Main St, Chicago",0.0,1.0,100.0
589,"cat__shipping_address_802 Market St, Los Angeles",0.0,1.0,100.0
590,"cat__shipping_address_804 Market St, Houston",0.0,1.0,100.0
635,"cat__shipping_address_862 State St, Phoenix",0.0,1.0,100.0
592,"cat__shipping_address_807 State St, Los Angeles",0.0,1.0,100.0
593,"cat__shipping_address_808 Main St, Chicago",0.0,1.0,100.0
594,"cat__shipping_address_808 Market St, New York",0.0,1.0,100.0
595,"cat__shipping_address_81 Market St, Phoenix",0.0,1.0,100.0
596,"cat__shipping_address_81 State St, Chicago",0.0,1.0,100.0
597,"cat__shipping_address_810 Market St, New York",0.0,1.0,100.0
598,"cat__shipping_address_811 Park Ave, Los Angeles",0.0,1.0,100.0
599,"cat__shipping_address_811 Park Ave, New York",0.0,1.0,100.0
591,"cat__shipping_address_806 Broadway, Los Angeles",0.0,1.0,100.0
566,"cat__shipping_address_765 Market St, Los Angeles",0.0,1.0,100.0
567,"cat__shipping_address_765 Park Ave, New York",0.0,1.0,100.0
568,"cat__shipping_address_765 State St, Los Angeles",0.0,1.0,100.0
569,"cat__shipping_address_766 Broadway, New York",0.0,1.0,100.0
570,"cat__shipping_address_766 Market St, Los Angeles",0.0,1.0,100.0
571,"cat__shipping_address_769 Market St, Phoenix",0.0,1.0,100.0
572,"cat__shipping_address_77 Park Ave, New York",0.0,1.0,100.0
573,"cat__shipping_address_773 Main St, Los Angeles",0.0,1.0,100.0
583,"cat__shipping_address_785 Main St, Los Angeles",0.0,1.0,100.0
575,"cat__shipping_address_773 State St, Phoenix",0.0,1.0,100.0
576,"cat__shipping_address_774 Main St, New York",0.0,1.0,100.0
577,"cat__shipping_address_774 Park Ave, Chicago",0.0,1.0,100.0
578,"cat__shipping_address_779 Main St, Los Angeles",0.0,1.0,100.0
579,"cat__shipping_address_782 Market St, Houston",0.0,1.0,100.0
580,"cat__shipping_address_782 Park Ave, Houston",0.0,1.0,100.0
581,"cat__shipping_address_782 State St, Houston",0.0,1.0,100.0
582,"cat__shipping_address_783 Main St, Houston",0.0,1.0,100.0
574,"cat__shipping_address_773 Park Ave, Houston",0.0,1.0,100.0
619,"cat__shipping_address_846 State St, Phoenix",0.0,1.0,100.0
620,"cat__shipping_address_847 Park Ave, New York",0.0,1.0,100.0
621,"cat__shipping_address_850 Market St, Chicago",0.0,1.0,100.0
622,"cat__shipping_address_850 State St, Chicago",0.0,1.0,100.0
623,"cat__shipping_address_851 Market St, New York",0.0,1.0,100.0
624,"cat__shipping_address_851 State St, Houston",0.0,1.0,100.0
625,"cat__shipping_address_852 State St, Los Angeles",0.0,1.0,100.0
600,"cat__shipping_address_812 Main St, New York",0.0,1.0,100.0
627,"cat__shipping_address_855 Main St, Houston",0.0,1.0,100.0
628,"cat__shipping_address_855 Main St, New York",0.0,1.0,100.0
629,"cat__shipping_address_855 Market St, Houston",0.0,1.0,100.0
630,"cat__shipping_address_857 Market St, Houston",0.0,1.0,100.0
631,"cat__shipping_address_86 Park Ave, Chicago",0.0,1.0,100.0
632,"cat__shipping_address_861 Broadway, Phoenix",0.0,1.0,100.0
633,"cat__shipping_address_861 Market St, Los Angeles",0.0,1.0,100.0
634,"cat__shipping_address_862 Main St, Houston",0.0,1.0,100.0
626,"cat__shipping_address_853 Park Ave, Chicago",0.0,1.0,100.0
601,"cat__shipping_address_812 Park Ave, Los Angeles",0.0,1.0,100.0
602,"cat__shipping_address_813 Broadway, Phoenix",0.0,1.0,100.0
603,"cat__shipping_address_82 Broadway, Chicago",0.0,1.0,100.0
604,"cat__shipping_address_820 Park Ave, Houston",0.0,1.0,100.0
605,"cat__shipping_address_821 State St, Houston",0.0,1.0,100.0
606,"cat__shipping_address_821 State St, Los Angeles",0.0,1.0,100.0
607,"cat__shipping_address_822 Park Ave, Los Angeles",0.0,1.0,100.0
608,"cat__shipping_address_828 State St, Houston",0.0,1.0,100.0
618,"cat__shipping_address_845 Main St, Phoenix",0.0,1.0,100.0
610,"cat__shipping_address_83 State St, Los Angeles",0.0,1.0,100.0
611,"cat__shipping_address_83 State St, New York",0.0,1.0,100.0
612,"cat__shipping_address_833 Market St, Los Angeles",0.0,1.0,100.0
613,"cat__shipping_address_833 Park Ave, Phoenix",0.0,1.0,100.0
614,"cat__shipping_address_834 Broadway, Phoenix",0.0,1.0,100.0
615,"cat__shipping_address_835 State St, Houston",0.0,1.0,100.0
616,"cat__shipping_address_836 State St, Chicago",0.0,1.0,100.0
617,"cat__shipping_address_841 Main St, Chicago",0.0,1.0,100.0
609,"cat__shipping_address_828 State St, New York",0.0,1.0,100.0
794,cat__ip_address_108.251.156.235,0.0,1.0,100.0
795,cat__ip_address_108.95.224.12,0.0,1.0,100.0
796,cat__ip_address_109.203.97.19,0.0,1.0,100.0
797,cat__ip_address_109.207.4.134,0.0,1.0,100.0
798,cat__ip_address_109.214.27.53,0.0,1.0,100.0
799,cat__ip_address_109.27.189.213,0.0,1.0,100.0
800,cat__ip_address_109.35.66.123,0.0,1.0,100.0
704,"cat__shipping_address_948 Park Ave, Los Angeles",0.0,1.0,100.0
802,cat__ip_address_11.110.72.143,0.0,1.0,100.0
803,cat__ip_address_11.252.167.83,0.0,1.0,100.0
804,cat__ip_address_110.167.150.65,0.0,1.0,100.0
805,cat__ip_address_111.102.8.189,0.0,1.0,100.0
806,cat__ip_address_111.242.168.43,0.0,1.0,100.0
807,cat__ip_address_111.48.175.150,0.0,1.0,100.0
808,cat__ip_address_112.30.117.157,0.0,1.0,100.0
809,cat__ip_address_112.71.108.77,0.0,1.0,100.0
801,cat__ip_address_11.109.21.253,0.0,1.0,100.0
776,cat__ip_address_101.94.30.239,0.0,1.0,100.0
777,cat__ip_address_102.150.27.2,0.0,1.0,100.0
778,cat__ip_address_102.211.170.8,0.0,1.0,100.0
779,cat__ip_address_102.232.219.183,0.0,1.0,100.0
780,cat__ip_address_102.238.20.77,0.0,1.0,100.0
781,cat__ip_address_102.247.88.249,0.0,1.0,100.0
782,cat__ip_address_102.249.199.84,0.0,1.0,100.0
783,cat__ip_address_103.247.117.70,0.0,1.0,100.0
793,cat__ip_address_108.213.231.27,0.0,1.0,100.0
785,cat__ip_address_105.31.138.92,0.0,1.0,100.0
786,cat__ip_address_105.93.28.40,0.0,1.0,100.0
787,cat__ip_address_106.249.194.151,0.0,1.0,100.0
788,cat__ip_address_107.155.166.23,0.0,1.0,100.0
789,cat__ip_address_107.236.247.22,0.0,1.0,100.0
790,cat__ip_address_107.39.38.146,0.0,1.0,100.0
791,cat__ip_address_107.97.116.20,0.0,1.0,100.0
792,cat__ip_address_108.140.10.203,0.0,1.0,100.0
784,cat__ip_address_104.219.116.143,0.0,1.0,100.0
829,cat__ip_address_121.126.230.170,0.0,1.0,100.0
830,cat__ip_address_121.136.92.197,0.0,1.0,100.0
831,cat__ip_address_122.41.137.57,0.0,1.0,100.0
832,cat__ip_address_123.1.85.235,0.0,1.0,100.0
833,cat__ip_address_123.140.201.125,0.0,1.0,100.0
834,cat__ip_address_123.52.25.7,0.0,1.0,100.0
835,cat__ip_address_124.201.20.93,0.0,1.0,100.0
810,cat__ip_address_113.140.56.254,0.0,1.0,100.0
837,cat__ip_address_124.236.125.29,0.0,1.0,100.0
838,cat__ip_address_124.90.122.25,0.0,1.0,100.0
839,cat__ip_address_125.244.85.92,0.0,1.0,100.0
840,cat__ip_address_125.35.50.209,0.0,1.0,100.0
841,cat__ip_address_126.40.14.93,0.0,1.0,100.0
842,cat__ip_address_126.92.193.49,0.0,1.0,100.0
843,cat__ip_address_127.113.3.52,0.0,1.0,100.0
844,cat__ip_address_127.38.17.43,0.0,1.0,100.0
836,cat__ip_address_124.206.146.174,0.0,1.0,100.0
811,cat__ip_address_113.222.255.31,0.0,1.0,100.0
812,cat__ip_address_113.43.59.20,0.0,1.0,100.0
813,cat__ip_address_113.47.157.98,0.0,1.0,100.0
814,cat__ip_address_114.126.43.22,0.0,1.0,100.0
815,cat__ip_address_114.213.58.234,0.0,1.0,100.0
816,cat__ip_address_115.125.12.76,0.0,1.0,100.0
817,cat__ip_address_115.143.143.132,0.0,1.0,100.0
818,cat__ip_address_115.254.154.123,0.0,1.0,100.0
828,cat__ip_address_120.182.240.40,0.0,1.0,100.0
820,cat__ip_address_117.254.251.76,0.0,1.0,100.0
821,cat__ip_address_118.169.151.245,0.0,1.0,100.0
822,cat__ip_address_118.5.32.238,0.0,1.0,100.0
823,cat__ip_address_119.166.141.19,0.0,1.0,100.0
824,cat__ip_address_119.27.206.204,0.0,1.0,100.0
825,cat__ip_address_12.220.221.4,0.0,1.0,100.0
826,cat__ip_address_12.237.20.176,0.0,1.0,100.0
827,cat__ip_address_12.68.113.120,0.0,1.0,100.0
819,cat__ip_address_116.27.158.223,0.0,1.0,100.0
723,"cat__shipping_address_970 Park Ave, Houston",0.0,1.0,100.0
724,"cat__shipping_address_971 Park Ave, Houston",0.0,1.0,100.0
725,"cat__shipping_address_971 Park Ave, Los Angeles",0.0,1.0,100.0
726,"cat__shipping_address_971 Park Ave, New York",0.0,1.0,100.0
727,"cat__shipping_address_971 State St, Chicago",0.0,1.0,100.0
728,"cat__shipping_address_972 Broadway, Chicago",0.0,1.0,100.0
729,"cat__shipping_address_973 Market St, Phoenix",0.0,1.0,100.0
775,cat__ip_address_101.151.163.196,0.0,1.0,100.0
731,"cat__shipping_address_975 Market St, Houston",0.0,1.0,100.0
732,"cat__shipping_address_977 Park Ave, Houston",0.0,1.0,100.0
733,"cat__shipping_address_977 State St, New York",0.0,1.0,100.0
734,"cat__shipping_address_977 State St, Phoenix",0.0,1.0,100.0
735,"cat__shipping_address_978 Main St, Houston",0.0,1.0,100.0
736,"cat__shipping_address_978 Park Ave, Chicago",0.0,1.0,100.0
737,"cat__shipping_address_980 Main St, Los Angeles",0.0,1.0,100.0
738,"cat__shipping_address_980 State St, Phoenix",0.0,1.0,100.0
730,"cat__shipping_address_975 Broadway, Los Angeles",0.0,1.0,100.0
705,"cat__shipping_address_948 State St, Los Angeles",0.0,1.0,100.0
706,"cat__shipping_address_950 Broadway, Houston",0.0,1.0,100.0
707,"cat__shipping_address_954 Main St, Chicago",0.0,1.0,100.0
708,"cat__shipping_address_955 Main St, Los Angeles",0.0,1.0,100.0
709,"cat__shipping_address_956 State St, Chicago",0.0,1.0,100.0
710,"cat__shipping_address_957 Market St, New York",0.0,1.0,100.0
711,"cat__shipping_address_957 State St, Chicago",0.0,1.0,100.0
712,"cat__shipping_address_958 Park Ave, Chicago",0.0,1.0,100.0
722,"cat__shipping_address_970 Main St, New York",0.0,1.0,100.0
714,"cat__shipping_address_96 Park Ave, Chicago",0.0,1.0,100.0
715,"cat__shipping_address_964 Market St, New York",0.0,1.0,100.0
716,"cat__shipping_address_965 Park Ave, New York",0.0,1.0,100.0
717,"cat__shipping_address_965 State St, Los Angeles",0.0,1.0,100.0
